PublicationID,PublicationType,Title,Authors,CreationDate
704,Conference Proceedings/Actes de confÈrence ,Observations on CCRMP and PTP-MAL Data,Maureen Leaver and Diane Desroches,2019-08-21
705,Conference Proceedings/Actes de confÈrence ,Optimizing Zr and REE Recovery from Zircon through a Better Understanding of the Mechanisms Governing its Decomposition in Alkali Media,"Yves Thibault, Joanne Gamage McEvoy, Dominique Duguay",2019-08-13
706,Conference Proceedings/Actes de confÈrence ,Recycling of Thickener Tank Overflow Stream at a North American Concentrator,"Tony Di Feo, Saviz Mortazavi, Lucie Morin and Andre  Demers ",2019-08-13
707,Conference Proceedings/Actes de confÈrence ,The Effects of Metal-Bearing Mine Dust on Surface Water Chemistry,"Philippa Huntsman, Carrie Rickwood",2019-07-23
708,Conference Proceedings/Actes de confÈrence ,Development and testing of the CMIN-BCM for monitoring borehole closure in underground environments,"Steven Gaines, Ken Judge, Denis Labrie",2019-07-11
709,Conference Proceedings/Actes de confÈrence ,A new paradigm in ground support monitoring through ultrasonic monitoring of clusters of rock bolts,"Roger Lacroix, Ren√©e Roy√©e",2019-07-04
710,Conference Proceedings/Actes de confÈrence ,Residual Properties Estimated from Post-Peak Triaxial Unloading: Case Study of a Hard Rock Mine Site,"Steven Gaines, Gabe Walton, Denis Labrie",2019-04-29
711,Conference Proceedings/Actes de confÈrence ,"Challenges and Best Practices in Metal Leaching and Acid Rock Drainage, Proceedings of 2018 BCMEND ML/ARD Workshop",Bill Price,2019-02-22
712,Conference Proceedings/Actes de confÈrence ,"Potential Biologicea Effects of Subaqueous Disposal of Mine Tailings, in Price (ed) 25th British Columbia MEND Metal Leaching/Acid Rock Drainage Workshop, Vancouver, 2018",Bill Price,2019-02-22
713,Conference Proceedings/Actes de confÈrence ,Le profil energetique du secteur minier canadien,Michelle Levesque,2019-01-16
714,Conference Proceedings/Actes de confÈrence ,The Feasibility of Separation of Lanthanum and Europium by use of electrodialysis,"Saviz Mortazavi, Sanaz Mosadeghsedghi, Lucie Morin, Aartee Khandelwal",2018-12-12
715,Conference Proceedings/Actes de confÈrence ,Hydrochloric Acid Regeneration from Hydrometallurgical Chloride Salt Wastes - A Sustainable Technology,Maziar E. Sauber,2018-11-26
716,Conference Proceedings/Actes de confÈrence ,The Feasibility of Separation of Lanthanum and Europium by use of electrodialysis,"Saviz Mortazavi, Sanaz Mosadeghsedghi, Maziar Sauber",2018-11-26
717,Conference Proceedings/Actes de confÈrence ,Hydrochloric Acid Regeneration from Hydrometallurgical Chloride Salt Wastes ‚Äî A Sustainable Technology,Maziar E. Sauber,2018-11-23
718,Conference Proceedings/Actes de confÈrence ,Mining Value from Waste Initiative:  Towards a low carbon and circular economy,Janice Zinck,2018-10-15
719,Conference Proceedings/Actes de confÈrence ,"Next Steps for Tracking Dust Under a Changing Climate: Coupling Biogeochemistry, Mineralogy, and Remote Sensing to Assess Cumulative Mine Site Impacts","Philippa Huntsman-Mapila, Carrie Rickwood",2018-09-11
720,Conference Proceedings/Actes de confÈrence ,Economic benefits for using electric and low emission vehicles in a ventilation-on-demand system,Gary Li,2018-09-07
721,Conference Proceedings/Actes de confÈrence ,Simulation of airflow changes in a VOD system and evaluation of energy benefits through VREX modeling  ,Gary Li,2018-06-27
722,Conference Proceedings/Actes de confÈrence ,Application of Vacuum Membrane Distillation in Treatment of Mining Effluent Streams - Pilot Study,Saviz Mortazavi,2018-05-30
723,Conference Proceedings/Actes de confÈrence ,Reprocessing of Historic Tailings from the Aunor Mine in Timmins,"Terry Cheng, Marcus Tomlinson, Anthony Di Feo, Rolando Lastra",2018-05-30
724,Conference Proceedings/Actes de confÈrence ,Organic Covers on sulfidic tailings: Are metals mobilized from the oxidized layer,"Suzanne Beauchemin, Sean Langley, Joyce Clemente, Yves Thibault",2018-05-15
725,Conference Proceedings/Actes de confÈrence ,"Microwave-Assisted Acid Digestion for the Determination of Al, Cr, Fe, Mg and Si in Chromite Samples by ICP-OES","Ruiping Wang, Duane Palmer",2018-05-04
726,Conference Proceedings/Actes de confÈrence ,√âlectrification: les b√©n√©fices de l'adoption des v√©hicules miniers √©lectriques,Michelle Levesque,2018-04-26
727,Conference Proceedings/Actes de confÈrence ,Methods for tracking the evolution of refractory REE mineral decomposition in strong acid media,"Joanne Gamage McEvoy, Yves Thibault",2018-04-11
728,Conference Proceedings/Actes de confÈrence ,Developing a process to recover rare earth elements and scandium from coal fly ash,"Rory Cameron, Yves Thibault, Rolando Lastra",2018-04-05
729,Conference Proceedings/Actes de confÈrence ,Recovery of rare earth elements from coal fly ash and recovery from PLS with IX,"Rory Cameron, Rolando Lastra, Yves Thibault, Nicolas Reynier",2018-04-05
730,Conference Proceedings/Actes de confÈrence ,Extraction of Cobalt and Nickel from a Pyrrhotite Rich Tailings Sample Via Bioleaching,"Rory Cameron, Rolando Lastra ",2018-04-04
731,Conference Proceedings/Actes de confÈrence ,Radionuclides removeal from Ore and REE-bearing minerals by leaching and ion exchange separation,"Nicolas Reynier, Maxime Courchesne, Laurence Whitty Leveille, JF Fiset, Cheryl Laviolette, ",2018-03-13
732,Conference Proceedings/Actes de confÈrence ,The Reasibility of Separation or Rare Earth Elements by Use of Electrodialysis,"Sanaz Mosadeghsedghi, Saviz Mortazavi, Maziar Sauber",2018-03-12
733,Conference Proceedings/Actes de confÈrence ,Separation of Rare-Earth Elements from Process Leachates by Use of Electrodialysis,Sanaz Mosadeghsedghi,2018-02-20
734,Conference Proceedings/Actes de confÈrence ,Treatment of acid-generating mine tailings using different types of organic waste - I) paper mill biosolids ,"Sean Langley and Suzanne Beauchemin, Bryan Tisch",2018-02-15
735,Conference Proceedings/Actes de confÈrence ,Treatment of acid-generating mine tailings using different types of organic waste - II) municipal biosolids ,"Sean Langley, Suzanne Beauchemin, Byran Tisch",2018-02-15
736,Conference Proceedings/Actes de confÈrence ,Water management and EA - Best Available Technologies,Sanaz Mosadeghsedghi,2018-02-15
737,Conference Proceedings/Actes de confÈrence ,Selective removal of U and Th from rare earth elements leaching solution using magnetic solid-phase extraction,"Laurence Whitty Leveill√©, Nicolas Reynier, Dominic Larivi√®re",2017-11-30
738,Conference Proceedings/Actes de confÈrence ,Improving Energy Performance in the Mining Sector using the NRCan Benchmarking Program,Michelle Levesque,2017-11-17
739,Conference Proceedings/Actes de confÈrence ,Update of Canadian Rare Earths Projects and Technological Trends,"M. Sauber, J. Zinck",2017-11-17
740,Conference Proceedings/Actes de confÈrence ,NaOH‚Äìassisted direct reduction of Ring of Fire chromites and the associated implications for processing,Samira Sokhanvaran,2017-11-16
741,Conference Proceedings/Actes de confÈrence ,Oxidative Removal of Cerium from Rare Earth Elements Mixed Chloride Solution ,Maziar Sauber,2017-11-14
742,Conference Proceedings/Actes de confÈrence ,Radionuclides removal from ore and REE-bearing minerals by ion exchange separation,"N. Reynier, M. Courchesne, L. Whitty Leveille, JF. Fiset, C. Laviolette, J.Zinck",2017-11-09
743,Conference Proceedings/Actes de confÈrence ,Managing Orphaned and Abandoned Mines - A Canadian Perspective,"Charlene Hogan, G. Tremblay",2017-10-04
744,Conference Proceedings/Actes de confÈrence ,Clean Energy Transition for the Mining Industry,"Michelle Levesque, Marc B√©tournay",2017-09-26
745,Conference Proceedings/Actes de confÈrence ,A study on Direct Oxalate Precipitation for REE Recovery from a Lowgrade REE Pregnant Solution,"C. Xia, W. Griffith",2017-09-08
746,Conference Proceedings/Actes de confÈrence ,Measuring baseline energy productivity of mining and milling,Michelle Levesque,2017-06-29
747,Conference Proceedings/Actes de confÈrence ,Carbothermic Direct Reduction of Chromite Using a Segregation Catalyst for the Production of Ferrochrome,"Dawei Yu, Dogan Paktunc",2017-06-20
748,Conference Proceedings/Actes de confÈrence ,Geomicrobiology in acidic mine tailings under different reclamation scenarios ,"Suzanne Beauchemin, Sean Langley, Joyce Clemente",2017-06-14
749,Conference Proceedings/Actes de confÈrence ,Solutions √©mergentes et alternatives au diesel ,Gilles Leblanc,2017-05-18
750,Conference Proceedings/Actes de confÈrence ,Alternative au diesel dans les mines souterraines,Andr√© Harvey,2017-05-16
751,Conference Proceedings/Actes de confÈrence ,Challenges in Concentrating Rate Earth Minerals,"Tesfaye Negeri, Micheline Boisclair",2017-04-11
752,Conference Proceedings/Actes de confÈrence ,The Effect of Fluxing Agent on Direct Reduction of Chromite,"Samir Sokhanvaran, Dogan Paktunc",2017-03-22
753,Conference Proceedings/Actes de confÈrence ,"Water in Gold, Nickel and Copper Minerals Flotation","Maziar Sauber, Saviz Mortazavi, Sean Langley",2017-03-17
754,Conference Proceedings/Actes de confÈrence ,Chemical Softening of the Oil Sands Produced Water  ,Saviz Mortazavi,2017-02-15
755,Conference Proceedings/Actes de confÈrence ,Evaluation of Performance of Industrial Spiral-Wound Reverse Osmosis Membranes for Treatment of Oil Sands Produced Water ,Saviz Mortazavi,2017-02-15
756,Conference Proceedings/Actes de confÈrence ,Stirred-tank bioleaching of pyrrhotite tailings and nickel recovery,"Rory Cameron, Rolando Lastra, Yves Thibault,Lucie Morin",2017-02-07
757,Conference Proceedings/Actes de confÈrence ,"Frictional properties of rocks as a function of rock type, specimen size and confining pressure ",Denis Labrie,2017-02-03
758,Conference Proceedings/Actes de confÈrence ,"BIOSOLIDS, BIOMASS, BIOENERGY AND RAPID RECLAMATION OF TAILINGS ","Bryan Tisch, Suzanne Beauchemin, Joyce Clemente, Sean Langley",2017-01-11
759,Conference Proceedings/Actes de confÈrence ,Ultrasonic monitoring of rockbolt conditions ,Ren√©e Royer,2016-11-07
760,Conference Proceedings/Actes de confÈrence ,Pilot-Scale Assessment of Vacuum Membrane Distillation for Treatment of Mine Effluent and Acidic Drainage,Saviz Mortazavi,2016-10-19
761,Conference Proceedings/Actes de confÈrence ,Breaking down energy consumption in industrial grinding mills ,Gilles Leblanc,2016-10-14
762,Conference Proceedings/Actes de confÈrence ,Canadian Rare Earth Elements R&D Program: Model of Collaboration,Janice Zinck,2016-09-15
763,Conference Proceedings/Actes de confÈrence ,The CMIC / CanmetMINES Comminution Energy Recovery Potential Initiative ‚Äì the Agnico Eagle,Gilles Leblanc,2015-09-03
764,Conference Proceedings/Actes de confÈrence ,Presentation,"Cote, Martin",2015-04-28
765,Conference Proceedings/Actes de confÈrence ,Metal Sequestration is Influenced by Biochar Properties and Changes in pH,"Beauchemin, Suzanne",2015-03-11
766,Conference Proceedings/Actes de confÈrence ,Acti-Gel¬Æ208 as an Additive for Paste and Hydraulic Backfill,"Tarr, Kristie",2015-03-06
767,Conference Proceedings/Actes de confÈrence ,The Canadian MEND program the first Twenty-five years,"Tremblay, Gilles",2015-02-26
768,Conference Proceedings/Actes de confÈrence ,R√©sistance m√©canique et pressions de fracturation de quelques mat√©riaux rocheux s√©demintaires typiques,"Labrie, Denis",2015-01-06
769,Conference Proceedings/Actes de confÈrence ,R√©sistance m√©canique et pressions de fracturation de quelques mat√©riaux rocheux s√©dimentaires typiques,"Labrie, Denis",2015-01-05
770,Conference Proceedings/Actes de confÈrence ,Column Leaching of Rare Earth Elements from a Black Shale,"Cameron, Rory",2014-10-14
771,Conference Proceedings/Actes de confÈrence ,Sensitivity Study on Ventilation Parameter Changes in Mine Ventilation Systems,"Li, Gary",2014-08-27
772,Conference Proceedings/Actes de confÈrence ,"Method Development and Validation for the Determination of Fe, Nb and Rare Earth Elements in Various REE Bearing Minerals","Wang, Ruiping",2014-07-31
773,Conference Proceedings/Actes de confÈrence ,Metal Sequestration is Influenced by Biochar Properties and Changes in pH,"Clemente, Joyce",2014-07-29
774,Conference Proceedings/Actes de confÈrence ,Heat Acclimation ‚Äì Measurement of Induction Benefits and Subsequent Non-exposure Decay,"Hardcastle, Stephen",2014-07-28
775,Conference Proceedings/Actes de confÈrence ,"Optimization and validation of a chemical process for uranium, mercury and cesium leaching from cemented radioactive wastes","Reynier, Nicolas",2014-05-05
776,Conference Proceedings/Actes de confÈrence ,Advances in Process Development for Beneficiation and Extraction of Rare Earths for GeoMega's Montviel Carbonaceous Ore,"Negeri, Tesfaye",2014-04-23
777,Conference Proceedings/Actes de confÈrence ,Pathway Mapping of Airflow Delivery to the Production Areas in Underground Mine Ventilation Systems,"Li, Gary",2014-04-23
778,Conference Proceedings/Actes de confÈrence ,Feasibility of Acti-gel¬Æ as a Cost-effective Additive for Underground Mine Hydraulic Backfill Applications,"K. Tarr, I. Bedard",2014-02-24
779,Conference Proceedings/Actes de confÈrence ,The Effect of Diesel Oxidation Catalysts on NO2 Emission from Mining Vehicles,M. Gangal,2014-02-19
780,Conference Proceedings/Actes de confÈrence ,"Bioaccessibility of Lead, Zinc, Cobalt and Selenium in House Dust",S. Beauchemin,2013-11-18
781,Conference Proceedings/Actes de confÈrence ,Feasibility of Tailings Reclamation for Underground Paste and Hydraulic Backfill Applications,K. Tarr and A. Pratt,2013-07-24
782,Conference Proceedings/Actes de confÈrence ,A Review on Iron Separation in Rare Earths Hydrometallurgy using Precipitation and Solvent Extractions Methods,C. Xia,2013-07-18
783,Conference Proceedings/Actes de confÈrence ,Effects of DOCs on NO Production from mining diesel equipment,M. Gangal,2013-04-17
784,Internal technical report/Rapport technique interne,Enhancement of VREX Program for Evaluating the VOD system and Operational Strategies to Reduce Ventilation Costs ,Gary Li,2021-02-10
785,Internal technical report/Rapport technique interne,"REE metal, alloy, magnet-making webinar summary report",Eliza Ngai,2021-01-28
786,Internal technical report/Rapport technique interne,Ground Support Corrosion:  Determining Potential Need for Canadian Industry,Clinton DeRushie,2020-12-08
787,Internal technical report/Rapport technique interne,The Application of Machine Learning to the Secondary Grinding Circuit at Canadian Royalties-Progress Report 2,"Tony Di Feo, Nasseh Khodaie and Pengbo Chu",2020-07-17
788,Internal technical report/Rapport technique interne,REE Y5 Annual Report - Chen Xia - Baking and Leaching,"Chen Xia, Wesley Griffith, Eden Barry",2020-06-23
789,Internal technical report/Rapport technique interne,FY 2019 - 2020 Sales Review and the Proposed Next Production Plan for CCRMP,"Lyne Lortie, Diane Desroches and Maureen E. Leaver ",2020-05-29
790,Internal technical report/Rapport technique interne,"REE Technical Workshop Report ‚Äì May 26, 2020",Eliza Ngai,2020-05-26
791,Internal technical report/Rapport technique interne,The Application of Machine Learning to the Secondary Grinding Circuit at Canadian Royalties-Progress Report 1,"Tony Di Feo, Nasseh Khodaie and Pengbo Chu",2020-05-25
792,Internal technical report/Rapport technique interne,REE Y5 Annual Report - Tesfaye Negeri - Physical Processing,Tesfaye Negeri,2020-05-20
793,Internal technical report/Rapport technique interne,Mining Stakeholder Survey Summary - Regulatory Bottlenecks and Opportunities for Improvement,Rawya Tsuji,2020-04-21
794,Internal technical report/Rapport technique interne,"REE Y5 Annual Report - Nicholas Reynier - Combining Grinding, Leaching and Radionuclides Separation","Nicholas Reynier, Maxime Courchesne, Cheryl Laviolette, Magella Bilodeau, Andr√© Demers",2020-03-31
795,Internal technical report/Rapport technique interne,REE Y5 Annual Report - REE Characterization,"Yves Thibault, Joanne Gamage McEvoy",2020-03-31
796,Internal technical report/Rapport technique interne,REE Y5 Annual Report - Rory Cameron - Environment,"Rory Cameron, Mehdi Mostajeran, Nicolas Reynier, Jean-Michel Bondy",2020-03-31
797,Internal technical report/Rapport technique interne,Year 5 REE Separation Year End Report,Maziar Sauber,2020-03-31
798,Internal technical report/Rapport technique interne,CPB-3: Preparation of a certified reference material for a lead concentrate,Maureen E. Leaver and Lyne Lortie,2020-02-18
799,Internal technical report/Rapport technique interne,Dec 2019 REE Technical Workshop Report,Eliza Ngai,2020-01-06
800,Internal technical report/Rapport technique interne,Oxygen diffusion in saturated covers : Review and Methodology,"Reynier Nicolas, Gagn√©-Turcotte Roselyne, Nielsen Guillaume",2019-12-05
801,Internal technical report/Rapport technique interne,Investigation of the frothing effects of Aero 6493,Pengbo Chu,2019-10-25
802,Internal technical report/Rapport technique interne,Potential Climate Change Implications on Water Management and Structural Integrity of Water Retaining Infrastructures in the Canadian Mining Industry South of 60¬∞,"Yanick Tremblay, Philippa Huntsman, Carrie Rickwood",2019-10-17
803,Internal technical report/Rapport technique interne,R√©sultat de l‚Äôutilisation d‚Äôun c√¢ble synth√©tique pour le hissage minier √† la mine Goldex - Addendum,Martin C√ßot√©,2019-08-30
804,Internal technical report/Rapport technique interne,"Experimental Assessment of the Mechanical Properties of Class G Cement as a Part of the Wellbore Integrity Process: Part I, Unaltered samples and conditioned by N2",Nadia Shafie Zadeh,2019-08-09
805,Internal technical report/Rapport technique interne,"Experimental Assessment of the Mechanical Properties of Class G Cement as a Part of the Wellbore Integrity Process: Part II, Conditioned samples by brine and impure CO2",Nadia Shafie Zadeh,2019-08-09
806,Internal technical report/Rapport technique interne,The Feasibility of Separation of Light & Heavy REE using Electrodialysis,Maziar Sauber - Sanaz Mosadegh sadeghi- Soha Issa - Saviz Mortazavi,2019-07-05
807,Internal technical report/Rapport technique interne,Dec 2018 Workshop Report - Progress in Developing a REE Industry in Canada,"Eliza Ngai, Bryan Tisch and Janice Zinck",2019-06-27
808,Internal technical report/Rapport technique interne,May 2019 Workshop Report - Annual Technical Workshop Year 4,"Eliza Ngai, Bryan Tisch and Janice Zinck",2019-06-27
809,Internal technical report/Rapport technique interne,Low Grade Rare Earth Ore Processing Alternatives,Tesfaye Negeri ,2019-02-28
810,Internal technical report/Rapport technique interne,Physical Processing Year 3 Project Update,Tesfaye Negeri ,2019-02-27
811,Internal technical report/Rapport technique interne,Y2 report early separation of Ce and La from REE mixed chloride solutions ,Maziar E. Sauber,2019-02-25
812,Internal technical report/Rapport technique interne,Scale-up for task C and key elements recovery ,Nicolas Reynier,2019-02-05
813,Internal technical report/Rapport technique interne,FY 2017 - 2018 Sales Review and the Proposed Next Production Plan for CCRMP,Maureen Leaver,2019-01-31
814,Internal technical report/Rapport technique interne,Application of Modified Ceramic Membranes for Improved Treatment and Recycling of SAGD Produced Water ,Saviz Mortazavi,2019-01-22
815,Internal technical report/Rapport technique interne,3D ROCK SIZE SENSOR ‚Äì Phase II ,Magella Bilodeau,2019-01-21
816,Internal technical report/Rapport technique interne,Increasing Energy Efficiency: Coarse Particle Flotation at Bagdad Operations (Progress Report 2),"T. Di Feo, R. Lastra",2018-12-12
817,Internal technical report/Rapport technique interne,Increasing Energy Efficiency: Coarse Particle Flotation at Bagdad Operations (Progress Report 1),"T. Di Feo, R. Lastra",2018-10-29
818,Internal technical report/Rapport technique interne,Proficiency Testing Program for Mineral Analysis Laboratories - April 2017 Cycle (Final Report),Diane Desroches,2018-09-20
819,Internal technical report/Rapport technique interne,"Stress/Strain Redistribution around a Borehole Subjected to the One-Directional Load Analytical and Numerical approach,        Part II: Plastic",Nadia Shafie Zadeh,2018-08-28
820,Internal technical report/Rapport technique interne,"Stress/Strain Redistribution around a Borehole Subjected to the One-Directional Load Analytical and Numerical approach,       Part I: ELASTIC",Nadia Shafie Zadeh,2018-08-28
821,Internal technical report/Rapport technique interne,Matamec Coarse Particle Flotation,"T. Di Feo, T. Negeri",2018-07-20
822,Internal technical report/Rapport technique interne,Result of the use of a synthetic rope for hoisting at the Goldex mine ,Martin Cote,2018-07-19
823,Internal technical report/Rapport technique interne,REE-3 : Preparation of a certified reference material for an rare earth elements ore,"Maureen Leaver, Lyne Lortie",2018-06-20
824,Internal technical report/Rapport technique interne,REE recovery from secondary sources - Year 3 progress report,Rory Cameron,2018-05-17
825,Internal technical report/Rapport technique interne,Y3 report early separation of cerium from chloride solutions,Maziar E. Sauber,2018-05-14
826,Internal technical report/Rapport technique interne,Effects of municipal biosolids application on biogeochemistry of Cu-Ni sulphide tailings under laboratory conditions,"Sean Langley, Suzanne Beauchemin ",2018-05-11
827,Internal technical report/Rapport technique interne,"Cu and Ni solubility inVale oxidixed tailings as affected by oxalate additions at pH 2.5, 4 and 6","Suzanne Beauchemin, Sean Langley, Ted MacKinnon, Derek Smith",2018-05-01
828,Internal technical report/Rapport technique interne,An Overview of New Development in Unconventional Gas and Tight Oil: Induced Seismicity Aspect and Its Environmental Impacts ,Nadia Shafie Zadeh,2018-04-17
829,Internal technical report/Rapport technique interne,Progress Report 2017/2018: Fate and effects of metals in a changing cliamte - Year 2 progress report,"Carrie Rickwood, Philippa Huntsman-Mapila, Sean Langley",2018-04-04
830,Internal technical report/Rapport technique interne,Development of a Laboratory Procedure for Testing Ground Support Surface Mesh ,Ian Bedard,2018-03-20
831,Internal technical report/Rapport technique interne,Introduction to Digital Image Correlation (DIC) Technology,Ken Judge,2018-03-20
832,Internal technical report/Rapport technique interne,C√¢bles en fibres symth√©tiques pour le hissage minier ,Martin Cote,2018-03-09
833,Internal technical report/Rapport technique interne,R√©sultats de l‚Äôutilisation d‚Äôun c√¢ble synth√©tique pour le hissage miner √† la mine Goldex ,Martin Cote,2018-03-09
834,Internal technical report/Rapport technique interne,Comparative study of gold liberation by comminution using electric pulse disaggregation vs conventional comminution,"R Lastra, D. Smith, P. Nekoovaght",2018-03-05
835,Internal technical report/Rapport technique interne,Context for the study of process water Glencore - Strathcona Operations,"Toni Di Feo, Sanaz Mosadeghsedghi, Saviz Mortazavi",2018-02-14
836,Internal technical report/Rapport technique interne,Resin-impregnation method for preservation of intact tailings field cores to obtain depth-resolved characterization of textural and mineralogical properties,"Yves Thibault, Joanne Gamage McEvoy",2017-12-07
837,Internal technical report/Rapport technique interne,Anaerobic incubation of pyrrhotite-rich Cu/Ni tailings with different nutrient amendments and water content (interim report). ,Joyce Clemente,2017-10-29
838,Internal technical report/Rapport technique interne,PLAN DE RECHERCHE RELI√â √Ä L‚ÄôINTRODUCTION DE LA FRAGMENTATION THERMIQUE DANS LES MINES,Gilles Leblanc,2017-10-19
839,Internal technical report/Rapport technique interne,ASTM-D7401-18-Standard Test Methods for Laboratory Determination of Rock Anchor Capacities by Pull and Drop Tests ,Ren√©e Royer,2017-10-02
840,Internal technical report/Rapport technique interne,Assessing the impact of electrification of the metal mining sector on electricity demand,Michelle Levesque,2017-09-29
841,Internal technical report/Rapport technique interne,Accelerated dissolution and solid-phase separation,"Nicolas Reynier, Cheryl Laviolette, Maxime Courchesne, Laurence Whitty L√©veill√©",2017-06-23
842,Internal technical report/Rapport technique interne,Letter and results on the testing of the second generation on the ultrasonic sensors of NRC,"Ren√©e Royer, Ted Anderson",2017-06-19
843,Internal technical report/Rapport technique interne,"Sales Review for FY 2015-2016 and 2016 - 2017 for the Canadian Certified Reference Materials Project and Proficiency Testing Program ‚Äì Mineral Analysis Laboratories, and Proposal for a Production Plan for Reference Materials  ","Diane Desroches, Lyne Lortie, Maureen Leaver",2017-06-19
844,Internal technical report/Rapport technique interne,Integrating Climate Change Adaptation into Environmental Assessment,Philippa Huntsman-Mapila (Co-Author),2017-06-07
845,Internal technical report/Rapport technique interne,Geochemical Evolution of Acidic Tailings After Organic Inputs: Lessons Learned at Vale,"Suzanne Beauchemin, Sean Langley, Ted MacKinnon, Yves Thibault, Joanne Gamage McEvoy",2017-05-16
846,Internal technical report/Rapport technique interne,Applicability of Humic Acid in Stabilizing Waste Rock,"Y.T. John Kwong, Suzanne Beauchemin, Carrie Rickwood, Ted MacKinnon",2017-04-18
847,Internal technical report/Rapport technique interne,Greenhouse Gas Emissions from Underground Mining Diesel Engines,"David Young, Brent Rubeli, Mahe Gangal",2017-04-04
848,Internal technical report/Rapport technique interne,Sequential Extraction of Radium from Uranium Mine Tailings,"John Kwong, Jean Francois Fiset",2017-04-04
849,Internal technical report/Rapport technique interne,IOC-1 Preparation of a certified reference material for an iron ore,Leaver Maureen and Lortie Lyne,2017-04-03
850,Internal technical report/Rapport technique interne,Y2 report Hydrochloric Acid Regeneration from Barren Leach Solutions,Maziar E. Sauber,2017-04-03
851,Internal technical report/Rapport technique interne,Atmospheric deposition of particulates and associated metals from mining activity¬†: a review ,Carrie Rickwood ,2017-03-31
852,Internal technical report/Rapport technique interne,Geomicrobiology of acidic tailings treated with different reclamation strategies,"Sean Langley and Suzanne Beauchemin, Lucie Morin",2017-03-31
853,Internal technical report/Rapport technique interne,√âtat de la technologie de la r√©cup√©ration de l‚Äô√©nergie √† basse temp√©rature,Gilles Leblanc,2017-03-30
854,Internal technical report/Rapport technique interne,Developing an Energy Benchmarking Program for the Mining Sector,Michelle Levesque,2017-03-30
855,Internal technical report/Rapport technique interne,IOC-1¬†: Preparation of a certified reference material  for an iron ore ,Maureen Leaver,2017-03-22
856,Internal technical report/Rapport technique interne,"CanmetMINING - Canada Mining Innovation Council Water Management Workshop January 16, 2017",Saviz Mortazavi,2017-03-17
857,Internal technical report/Rapport technique interne,Collector-mineral interactions in REE-orthophosphate systems: Proving crystal chemistry properties that impact selectivity,"Joanne Gamage McEvoy, Yves Thibault",2017-03-01
858,Internal technical report/Rapport technique interne,Controlled dissolution experiments on natural and synthetic REE-ortophosphate crystallinge systems: an approach to identify interfacial processes promoting early fractionation of the REE,Yves Thibault Joanne Gamage McEvoy,2017-03-01
859,Internal technical report/Rapport technique interne,Examining the Acute Toxicity of select Rare Earth Elements towards Northern Cultures of Daphnia pulex and standardized cultures of Daphnia magna ,Melissa Desforges,2017-02-02
860,Internal technical report/Rapport technique interne,Iron Recovery From Tailings Using Biomass-based Technology: Technical Update ,Joanne Gamage McEvoy,2016-11-28
861,Internal technical report/Rapport technique interne,Application of Ceramic Ultrafiltration membranes as a pre-treatment for Nanofiltration and Reverse Osmosis,Saviz Mortazavi,2016-10-19
862,Internal technical report/Rapport technique interne,Application of Membrane Separation Technology to Mitigation of Mine Effluent and Acidic Drainage,Saviz Mortazavi,2016-10-19
863,Internal technical report/Rapport technique interne,Assessment of different membrane processes for the treatment of mine effluent and acidic drainage,Saviz Mortazavi,2016-10-19
864,Internal technical report/Rapport technique interne,Assessment of Vacuum Membrane Distillation for Treatment of Mine Effluents and Acidic Drainage,Saviz Mortazavi,2016-10-19
865,Internal technical report/Rapport technique interne,Laboratory evaluation of diesel oxidation catalysts for NO2 formation,Brent Rubeli,2016-09-23
866,Internal technical report/Rapport technique interne,Mine Waste Management under a Changing Climate in the North,Y.T. John Kwong,2016-08-05
867,Internal technical report/Rapport technique interne,Accelerated leaching and recovery process for actinides-free separation of rare earth element,Nicolas Reynier,2016-08-01
868,Internal technical report/Rapport technique interne,Characterizing the mechanical behavior of the tournemire argillite,Denis Labrie,2016-07-21
869,Internal technical report/Rapport technique interne,Role of Ferric Ion in Stabilizing Arsenic Trioxide,Y.T. John Kwong,2016-07-19
870,Internal technical report/Rapport technique interne,An Overview of Potential R&D Areas in Leaching and Separation for Canadian REE Projects,Maziar E. Sauber,2016-07-14
871,Internal technical report/Rapport technique interne,Technical Report: Differentiation of strontium in the surrogate cemented radioactive wastes ,"Fiset, Jean-Francois",2016-07-05
872,Internal technical report/Rapport technique interne,Metal Attenuation and Microbes in a Northern Mining Area (Part II),Y.T. John Kwong,2016-06-22
873,Internal technical report/Rapport technique interne,ENERGY EFFICIENT ROCK FRAGMENTATION ‚Äì PROJECT COMPLETION REPORT,Magella Bilodeau,2016-06-13
874,Internal technical report/Rapport technique interne,3D LASER SCANNER FOR RUN-OF-MINE ORE SIZE MEASUREMENT AT THE PRIMARY CRUSHER,Magella Bilodeau,2016-06-12
875,Internal technical report/Rapport technique interne,ENERGY EFFICIENT ROCK FRAGMENTATION ‚Äì PROJECT COMPLETION REPORT,Magella Bilodeau,2016-06-12
876,Internal technical report/Rapport technique interne,ROCK HARDNESS SOFT SENSOR BASED ON CRUSHER DATA ‚Äì PROOF OF CONCEPT STUDY,Magella Bilodeau,2016-06-12
877,Internal technical report/Rapport technique interne,Exploratory Examination of the Removal of Metals from the Water Column under Transformation/Dissolution Conditions for Chronic Hazard Classification,"Huntsman-Mapila, Philippa",2016-06-07
878,Internal technical report/Rapport technique interne,Leaching of rare earth elements from coal ash,Rory Cameron,2016-05-20
